1	0	0	5	73	0	73	0	12
11	0	0	35	152	0	152	0	12
12	0	0	38	162	0	162	0	12
25	54	12	77	440	129	311	0.2931818182	12
50	233	23	152	859	264	595	0.3073341094	38
75	558	37	227	1327	426	901	0.3210248681	38
100	1027	68	302	2042	801	1241	0.3922624878	38
125	1649	95	377	2755	1171	1584	0.3922624878	51
150	2408	108	452	3316	1349	1967	0.4068154403	90
175	3394	137	527	4118	1742	2376	0.4230208839	90
200	4520	163	602	4920	2108	2812	0.4284552846	90
